ReturnID,OrderID,ReturnReason,ReturnDate,RefundStatus
1752,18577,Size Issue,2024-12-26,Refunded
1753,12072,Changed Mind,2023-05-19,Refunded
1754,8594,Wrong Item,2024-01-07,Rejected
1755,6232,Changed Mind,2024-09-21,Pending
1756,19397,Late Delivery,2024-08-31,Rejected
1757,10491,Size Issue,2024-01-19,Pending
1758,4237,Late Delivery,2025-01-22,Rejected
1759,252,Quality Issue,2023-10-31,Refunded
1760,6732,Late Delivery,2024-08-08,Rejected
1761,16923,Changed Mind,2023-10-27,Refunded
1762,7011,Late Delivery,2023-07-18,Rejected
1763,3853,Damaged Product,2023-08-21,Refunded
1764,13121,Size Issue,2025-02-14,Pending
1765,6144,Wrong Item,2023-10-23,Pending
1766,865,Changed Mind,2024-08-09,Rejected
1767,18047,Quality Issue,2024-09-02,Rejected
1768,16183,Changed Mind,2024-07-13,Refunded
1769,19878,Wrong Item,2024-12-26,Refunded
1770,7102,Wrong Item,2023-08-22,Refunded
1771,16541,Damaged Product,2024-06-06,Refunded
1772,1190,Late Delivery,2025-02-27,Pending
1773,982,Quality Issue,2025-03-28,Pending
1774,9243,Quality Issue,2024-01-22,Rejected
1775,14130,Damaged Product,2023-05-22,Pending
1776,2235,Changed Mind,2023-10-18,Rejected
1777,13541,Wrong Item,2025-01-28,Refunded
1778,219,Damaged Product,2023-12-07,Pending
1779,14291,Late Delivery,2024-06-20,Rejected
1780,14278,Late Delivery,2023-03-30,Rejected
1781,10351,Late Delivery,2023-11-17,Pending
1782,16635,Changed Mind,2023-01-18,Pending
1783,1394,Quality Issue,2023-02-25,Refunded
1784,11815,Wrong Item,2023-11-01,Refunded
1785,15567,Changed Mind,2024-04-19,Refunded
1786,18463,Changed Mind,2023-12-30,Refunded
1787,5624,Quality Issue,2024-01-17,Refunded
1788,864,Damaged Product,2023-01-20,Pending
1789,16704,Changed Mind,2023-06-01,Refunded
1790,3617,Wrong Item,2023-01-01,Refunded
1791,19037,Changed Mind,2025-03-12,Rejected
1792,842,Late Delivery,2025-05-03,Refunded
1793,14422,Changed Mind,2024-07-26,Pending
1794,14920,Quality Issue,2024-08-12,Pending
1795,16427,Changed Mind,2024-07-03,Rejected
1796,4901,Damaged Product,2023-03-27,Rejected
1797,5886,Changed Mind,2023-12-21,Rejected
1798,9870,Damaged Product,2025-03-08,Pending
1799,17467,Size Issue,2024-05-18,Pending
1800,18535,Wrong Item,2024-01-03,Refunded
1801,10817,Late Delivery,2023-10-29,Refunded
1802,19950,Damaged Product,2025-03-06,Pending
1803,13523,Quality Issue,2025-01-01,Rejected
1804,3467,Wrong Item,2023-02-23,Pending
1805,14715,Late Delivery,2023-02-10,Rejected
1806,5497,Size Issue,2024-01-12,Pending
1807,2553,Damaged Product,2025-05-22,Pending
1808,5028,Changed Mind,2023-08-12,Refunded
1809,17231,Wrong Item,2024-11-25,Pending
1810,10390,Changed Mind,2023-02-26,Rejected
1811,12151,Quality Issue,2023-01-13,Refunded
1812,15271,Quality Issue,2024-07-31,Pending
1813,10820,Late Delivery,2024-06-27,Rejected
1814,9522,Late Delivery,2023-04-09,Pending
1815,6356,Wrong Item,2025-05-06,Refunded
1816,18842,Wrong Item,2023-02-19,Rejected
1817,12620,Quality Issue,2023-02-08,Pending
1818,17755,Quality Issue,2024-04-12,Rejected
1819,1181,Size Issue,2024-04-02,Rejected
1820,17499,Late Delivery,2023-11-12,Rejected
1821,7017,Damaged Product,2023-11-08,Refunded
1822,13836,Changed Mind,2023-01-16,Refunded
1823,17343,Wrong Item,2023-12-17,Refunded
1824,916,Size Issue,2023-06-12,Refunded
1825,8079,Size Issue,2023-09-26,Rejected
1826,13416,Wrong Item,2023-07-08,Rejected
1827,4773,Late Delivery,2024-11-05,Pending
1828,12111,Quality Issue,2023-10-15,Rejected
1829,18452,Wrong Item,2024-02-21,Refunded
1830,14952,Changed Mind,2023-08-10,Pending
1831,1136,Damaged Product,2024-12-06,Pending
1832,2244,Size Issue,2024-11-20,Pending
1833,17755,Wrong Item,2023-12-21,Rejected
1834,5259,Quality Issue,2023-07-15,Refunded
1835,1820,Late Delivery,2024-06-20,Pending
1836,2408,Changed Mind,2024-12-10,Rejected
1837,6860,Size Issue,2023-09-02,Refunded
1838,19279,Wrong Item,2023-12-03,Refunded
1839,16132,Damaged Product,2024-12-11,Refunded
1840,16644,Wrong Item,2023-05-22,Pending
1841,8678,Size Issue,2024-02-12,Rejected
1842,1627,Size Issue,2023-08-08,Pending
1843,6191,Changed Mind,2024-02-07,Rejected
1844,17591,Late Delivery,2025-02-04,Pending
1845,11383,Changed Mind,2023-01-04,Rejected
1846,17633,Wrong Item,2024-03-27,Pending
1847,15636,Wrong Item,2023-12-01,Pending
1848,2360,Damaged Product,2023-08-03,Refunded
1849,1514,Quality Issue,2025-06-07,Pending
1850,19925,Quality Issue,2023-05-30,Rejected
1851,6164,Wrong Item,2024-09-11,Rejected
1852,4643,Changed Mind,2024-08-07,Rejected
1853,1529,Size Issue,2024-08-19,Refunded
1854,3972,Size Issue,2024-03-31,Rejected
1855,12026,Late Delivery,2024-12-30,Pending
1856,18726,Wrong Item,2024-09-30,Refunded
1857,11668,Wrong Item,2023-07-29,Pending
1858,2877,Wrong Item,2024-06-17,Refunded
1859,3912,Damaged Product,2025-03-26,Refunded
1860,5808,Late Delivery,2024-08-26,Pending
1861,1950,Quality Issue,2025-04-09,Pending
1862,16159,Late Delivery,2025-06-12,Pending
1863,17362,Changed Mind,2024-06-30,Rejected
1864,19732,Quality Issue,2024-03-18,Pending
1865,1534,Changed Mind,2024-08-14,Rejected
1866,11789,Wrong Item,2024-03-15,Rejected
1867,13750,Quality Issue,2023-08-07,Pending
1868,6440,Wrong Item,2023-01-04,Refunded
1869,16014,Quality Issue,2025-06-05,Pending
1870,2551,Late Delivery,2024-07-27,Rejected
1871,17440,Late Delivery,2024-11-14,Rejected
1872,3094,Late Delivery,2025-02-07,Refunded
1873,2579,Damaged Product,2023-04-07,Refunded
1874,11919,Changed Mind,2023-04-13,Rejected
1875,19768,Late Delivery,2024-11-26,Refunded
1876,16243,Quality Issue,2024-04-21,Pending
1877,16480,Late Delivery,2024-01-02,Pending
1878,12294,Size Issue,2023-05-29,Refunded
1879,12317,Late Delivery,2025-03-14,Pending
1880,6473,Changed Mind,2023-08-21,Rejected
1881,11390,Quality Issue,2023-09-19,Rejected
1882,16618,Wrong Item,2023-04-13,Refunded
1883,17536,Wrong Item,2024-02-01,Pending
1884,1774,Damaged Product,2024-05-06,Pending
1885,12036,Late Delivery,2024-02-01,Pending
1886,18818,Size Issue,2023-08-06,Refunded
1887,6118,Late Delivery,2024-06-30,Rejected
1888,18938,Size Issue,2024-02-10,Pending
1889,19981,Size Issue,2023-05-11,Refunded
1890,8666,Changed Mind,2025-05-03,Rejected
1891,6175,Quality Issue,2023-10-22,Pending
1892,16508,Wrong Item,2024-03-24,Pending
1893,13800,Changed Mind,2024-07-17,Pending
1894,13328,Late Delivery,2023-01-28,Pending
1895,7932,Changed Mind,2024-05-30,Rejected
1896,11192,Wrong Item,2023-04-23,Pending
1897,2529,Wrong Item,2024-03-15,Rejected
1898,996,Quality Issue,2023-12-04,Refunded
1899,14536,Size Issue,2025-03-21,Rejected
1900,17346,Quality Issue,2024-03-12,Rejected
1901,10402,Damaged Product,2024-11-25,Pending
1902,2727,Size Issue,2023-10-25,Pending
1903,13743,Damaged Product,2024-01-13,Rejected
1904,12525,Changed Mind,2023-12-25,Refunded
1905,19205,Late Delivery,2024-10-22,Pending
1906,10657,Late Delivery,2023-10-24,Refunded
1907,12978,Quality Issue,2025-03-04,Rejected
1908,2149,Quality Issue,2023-12-15,Refunded
1909,14103,Size Issue,2023-03-12,Refunded
1910,7593,Size Issue,2025-04-03,Rejected
1911,1788,Wrong Item,2023-08-09,Pending
1912,13943,Size Issue,2024-11-15,Pending
1913,8277,Size Issue,2023-12-02,Pending
1914,8885,Changed Mind,2025-02-06,Pending
1915,12193,Damaged Product,2024-10-08,Rejected
1916,9448,Damaged Product,2023-07-13,Pending
1917,17796,Size Issue,2024-01-09,Refunded
1918,13515,Quality Issue,2024-07-25,Pending
1919,688,Quality Issue,2023-06-25,Rejected
1920,12310,Quality Issue,2025-03-16,Refunded
1921,1119,Quality Issue,2024-02-06,Pending
1922,7290,Wrong Item,2024-08-18,Refunded
1923,4176,Quality Issue,2025-06-19,Rejected
1924,5920,Size Issue,2023-11-13,Pending
1925,10623,Wrong Item,2023-09-11,Refunded
1926,16122,Quality Issue,2023-03-23,Rejected
1927,4100,Size Issue,2024-12-19,Pending
1928,9074,Quality Issue,2024-07-16,Refunded
1929,14811,Late Delivery,2023-12-26,Pending
1930,9034,Late Delivery,2025-06-07,Rejected
1931,15831,Wrong Item,2023-01-20,Refunded
1932,9686,Damaged Product,2024-03-25,Rejected
1933,11269,Late Delivery,2023-08-15,Pending
1934,19916,Damaged Product,2023-03-03,Pending
1935,12548,Changed Mind,2023-03-22,Pending
1936,13512,Wrong Item,2023-10-15,Rejected
1937,16499,Late Delivery,2025-06-14,Rejected
1938,7276,Late Delivery,2023-06-15,Rejected
1939,5580,Changed Mind,2024-09-20,Rejected
1940,8530,Wrong Item,2023-07-22,Refunded
1941,3957,Size Issue,2024-02-04,Pending
1942,15968,Changed Mind,2024-01-31,Pending
1943,15265,Late Delivery,2023-11-23,Rejected
1944,15118,Wrong Item,2024-07-15,Refunded
1945,18874,Changed Mind,2024-10-19,Refunded
1946,6352,Quality Issue,2024-06-16,Rejected
1947,9504,Changed Mind,2023-07-17,Pending
1948,10495,Late Delivery,2024-07-10,Refunded
1949,18683,Changed Mind,2024-06-20,Pending
1950,3153,Damaged Product,2023-08-01,Pending
1951,7881,Size Issue,2023-08-28,Rejected
1952,12142,Quality Issue,2025-02-19,Pending
1953,3083,Quality Issue,2023-06-09,Refunded
1954,12385,Size Issue,2023-11-09,Rejected
1955,15990,Changed Mind,2024-09-15,Refunded
1956,13342,Damaged Product,2024-10-12,Rejected
1957,5500,Wrong Item,2025-06-04,Refunded
1958,11688,Changed Mind,2024-05-28,Pending
1959,1668,Damaged Product,2023-08-05,Rejected
1960,16151,Quality Issue,2024-02-16,Refunded
1961,7242,Late Delivery,2023-07-19,Pending
1962,2402,Changed Mind,2024-02-14,Refunded
1963,8381,Damaged Product,2024-05-30,Pending
1964,1962,Changed Mind,2025-01-07,Pending
1965,8959,Quality Issue,2024-01-11,Pending
1966,13426,Late Delivery,2024-03-27,Refunded
1967,14177,Wrong Item,2024-03-14,Rejected
1968,11321,Wrong Item,2023-09-03,Refunded
1969,17294,Late Delivery,2023-08-18,Refunded
1970,13874,Late Delivery,2023-11-16,Pending
1971,3106,Wrong Item,2023-09-30,Pending
1972,3682,Wrong Item,2024-11-17,Pending
1973,8972,Wrong Item,2023-04-15,Refunded
1974,18491,Changed Mind,2025-03-02,Refunded
1975,10479,Changed Mind,2024-08-02,Rejected
1976,5327,Size Issue,2024-01-02,Pending
1977,15732,Damaged Product,2024-10-27,Pending
1978,2916,Changed Mind,2023-03-20,Refunded
1979,1372,Wrong Item,2025-01-20,Refunded
1980,18132,Changed Mind,2023-09-13,Refunded
1981,1630,Late Delivery,2023-06-29,Pending
1982,18790,Wrong Item,2024-12-16,Refunded
1983,7998,Size Issue,2023-05-28,Rejected
1984,15876,Quality Issue,2024-02-02,Rejected
1985,4990,Changed Mind,2025-02-03,Refunded
1986,2562,Quality Issue,2024-08-13,Pending
1987,132,Quality Issue,2025-01-21,Rejected
1988,314,Late Delivery,2024-11-05,Pending
1989,7149,Wrong Item,2024-05-12,Rejected
1990,2963,Size Issue,2023-04-18,Rejected
1991,10357,Changed Mind,2024-10-22,Rejected
1992,7325,Late Delivery,2023-09-29,Pending
1993,402,Changed Mind,2023-09-08,Refunded
1994,3651,Size Issue,2023-01-19,Rejected
1995,10210,Size Issue,2024-02-04,Rejected
1996,12651,Size Issue,2024-02-04,Rejected
1997,2346,Changed Mind,2025-05-29,Rejected
1998,11932,Late Delivery,2024-10-06,Pending
1999,19315,Wrong Item,2024-03-19,Refunded
2000,18982,Wrong Item,2023-11-27,Rejected
