ShippingID,OrderID,CourierPartner,DispatchDate,DeliveryDate,DeliveryStatus
15444,15444,India Post,2024-07-27,2024-08-01,Delivered
15445,15445,Blue Dart,2023-11-05,2023-11-07,Delivered
15446,15446,Blue Dart,2024-08-12,2024-08-15,Delivered
15447,15447,DTDC,2023-05-30,2023-06-03,Delivered
15448,15448,Delhivery,2023-12-02,2023-12-04,Delivered
15449,15449,India Post,2025-03-30,2025-04-05,Delivered
15450,15450,Blue Dart,2023-06-12,2023-06-16,Delivered
15451,15451,Delhivery,2025-06-01,2025-06-04,Shipped
15452,15452,DTDC,2024-11-19,2024-11-26,Delivered
15453,15453,Blue Dart,2025-01-30,2025-02-01,Delivered
15454,15454,Blue Dart,2025-01-06,2025-01-11,Delivered
15455,15455,Ecom Express,2024-04-09,2024-04-14,Delivered
15456,15456,Blue Dart,2025-01-04,2025-01-10,Delivered
15457,15457,Blue Dart,2023-03-01,2023-03-03,Delivered
15458,15458,Blue Dart,2023-04-27,2023-05-04,Shipped
15459,15459,Ecom Express,2023-07-04,2023-07-09,Delivered
15460,15460,DTDC,2025-04-23,2025-04-28,Delivered
15461,15461,India Post,2024-03-20,2024-03-22,Cancelled
15462,15462,Delhivery,2025-06-05,2025-06-08,Shipped
15463,15463,India Post,2024-03-14,2024-03-19,Shipped
15464,15464,Ecom Express,2023-06-19,2023-06-26,Delivered
15465,15465,Blue Dart,2024-07-26,2024-07-30,Delivered
15466,15466,Blue Dart,2025-04-30,2025-05-03,Delivered
15467,15467,Delhivery,2023-08-05,2023-08-10,Delivered
15468,15468,Delhivery,2023-01-02,2023-01-08,Delivered
15469,15469,Ecom Express,2025-01-01,2025-01-04,Delivered
15470,15470,Ecom Express,2024-11-26,2024-12-03,Delivered
15471,15471,India Post,2023-09-24,2023-09-28,Delivered
15472,15472,India Post,2024-04-28,2024-05-03,Delivered
15473,15473,Delhivery,2025-04-11,2025-04-15,Delivered
15474,15474,India Post,2024-09-12,2024-09-18,Delivered
15475,15475,Delhivery,2024-07-27,2024-07-29,Cancelled
15476,15476,Delhivery,2025-04-13,2025-04-18,Delivered
15477,15477,Blue Dart,2023-07-16,2023-07-21,Delivered
15478,15478,Delhivery,2023-09-12,2023-09-18,Shipped
15479,15479,DTDC,2023-07-09,2023-07-12,Delivered
15480,15480,Delhivery,2023-04-24,2023-04-30,Delivered
15481,15481,Ecom Express,2024-11-02,2024-11-05,Delivered
15482,15482,Ecom Express,2023-01-25,2023-01-28,Shipped
15483,15483,Delhivery,2023-12-05,2023-12-12,Delivered
15484,15484,DTDC,2023-09-14,2023-09-18,Delivered
15485,15485,India Post,2023-07-01,2023-07-05,Delivered
15486,15486,India Post,2023-01-17,2023-01-23,Delivered
15487,15487,Delhivery,2023-07-29,2023-08-05,Delivered
15488,15488,DTDC,2025-05-27,2025-05-31,Delivered
15489,15489,Ecom Express,2023-06-05,2023-06-11,Delivered
15490,15490,DTDC,2024-02-24,2024-02-26,Delivered
15491,15491,Ecom Express,2025-05-26,2025-05-30,Delivered
15492,15492,DTDC,2023-06-14,2023-06-19,Delivered
15493,15493,Blue Dart,2024-12-18,2024-12-23,Delivered
15494,15494,Blue Dart,2023-11-28,2023-12-01,Delivered
15495,15495,Delhivery,2023-06-22,2023-06-25,Shipped
15496,15496,DTDC,2025-01-23,2025-01-25,Delivered
15497,15497,Delhivery,2024-07-26,2024-07-30,Delivered
15498,15498,Ecom Express,2024-08-13,2024-08-18,Delivered
15499,15499,DTDC,2023-03-13,2023-03-19,Delivered
15500,15500,Blue Dart,2024-01-01,2024-01-04,Delivered
15501,15501,India Post,2023-04-11,2023-04-16,Delivered
15502,15502,India Post,2025-06-03,2025-06-07,Delivered
15503,15503,Ecom Express,2023-08-15,2023-08-19,Shipped
15504,15504,Blue Dart,2024-01-24,2024-01-26,Delivered
15505,15505,Ecom Express,2023-12-06,2023-12-08,Delivered
15506,15506,DTDC,2023-01-16,2023-01-22,Delivered
15507,15507,Ecom Express,2023-02-02,2023-02-07,Shipped
15508,15508,DTDC,2025-05-12,2025-05-19,Delivered
15509,15509,India Post,2023-11-05,2023-11-12,Delivered
15510,15510,DTDC,2024-07-28,2024-07-30,Cancelled
15511,15511,Delhivery,2023-09-22,2023-09-29,Delivered
15512,15512,Blue Dart,2024-08-09,2024-08-11,Delivered
15513,15513,DTDC,2025-04-25,2025-04-27,Delivered
15514,15514,Ecom Express,2024-09-27,2024-09-30,Delivered
15515,15515,Blue Dart,2025-05-20,2025-05-27,Delivered
15516,15516,DTDC,2023-02-20,2023-02-26,Delivered
15517,15517,Delhivery,2023-08-06,2023-08-13,Delivered
15518,15518,Delhivery,2024-01-18,2024-01-24,Delivered
15519,15519,India Post,2023-07-21,2023-07-23,Delivered
15520,15520,India Post,2024-07-14,2024-07-17,Delivered
15521,15521,Delhivery,2023-10-23,2023-10-26,Delivered
15522,15522,India Post,2023-01-25,2023-01-30,Delivered
15523,15523,India Post,2024-09-03,2024-09-08,Delivered
15524,15524,DTDC,2025-05-05,2025-05-09,Delivered
15525,15525,DTDC,2024-03-24,2024-03-30,Delivered
15526,15526,Ecom Express,2024-02-03,2024-02-05,Shipped
15527,15527,Delhivery,2023-06-13,2023-06-18,Delivered
15528,15528,Blue Dart,2024-01-19,2024-01-21,Delivered
15529,15529,DTDC,2025-01-19,2025-01-21,Delivered
15530,15530,India Post,2024-10-10,2024-10-14,Shipped
15531,15531,DTDC,2024-05-24,2024-05-26,Shipped
15532,15532,Delhivery,2024-01-19,2024-01-21,Shipped
15533,15533,Ecom Express,2023-02-27,2023-03-01,Delivered
15534,15534,India Post,2025-03-10,2025-03-12,Cancelled
15535,15535,Ecom Express,2024-06-03,2024-06-09,Delivered
15536,15536,Blue Dart,2023-12-01,2023-12-05,Delivered
15537,15537,DTDC,2023-04-25,2023-04-27,Delivered
15538,15538,Blue Dart,2023-11-26,2023-11-28,Delivered
15539,15539,DTDC,2023-03-01,2023-03-07,Delivered
15540,15540,DTDC,2023-03-04,2023-03-06,Delivered
15541,15541,Delhivery,2023-11-05,2023-11-07,Delivered
15542,15542,Blue Dart,2024-09-30,2024-10-03,Shipped
15543,15543,Blue Dart,2023-06-17,2023-06-22,Delivered
15544,15544,Delhivery,2024-05-21,2024-05-26,Shipped
15545,15545,Delhivery,2024-07-22,2024-07-27,Delivered
15546,15546,India Post,2024-09-21,2024-09-27,Delivered
15547,15547,Blue Dart,2023-09-09,2023-09-15,Delivered
15548,15548,DTDC,2023-05-04,2023-05-08,Shipped
15549,15549,Ecom Express,2024-01-19,2024-01-25,Delivered
15550,15550,Ecom Express,2023-05-09,2023-05-14,Delivered
15551,15551,Blue Dart,2025-03-03,2025-03-10,Delivered
15552,15552,Ecom Express,2024-01-17,2024-01-24,Delivered
15553,15553,Blue Dart,2025-02-18,2025-02-24,Shipped
15554,15554,India Post,2023-03-03,2023-03-10,Delivered
15555,15555,DTDC,2023-02-21,2023-02-28,Delivered
15556,15556,Ecom Express,2023-08-18,2023-08-23,Delivered
15557,15557,DTDC,2023-11-09,2023-11-16,Delivered
15558,15558,DTDC,2024-10-29,2024-10-31,Delivered
15559,15559,Ecom Express,2025-02-28,2025-03-03,Shipped
15560,15560,Blue Dart,2024-12-27,2025-01-02,Delivered
15561,15561,Ecom Express,2023-01-05,2023-01-07,Delivered
15562,15562,Blue Dart,2023-10-15,2023-10-20,Delivered
15563,15563,Ecom Express,2024-07-29,2024-08-04,Delivered
15564,15564,Blue Dart,2024-06-11,2024-06-13,Delivered
15565,15565,Delhivery,2024-03-19,2024-03-21,Delivered
15566,15566,Ecom Express,2024-05-22,2024-05-29,Delivered
15567,15567,Blue Dart,2025-05-08,2025-05-10,Delivered
15568,15568,India Post,2023-10-28,2023-11-01,Shipped
15569,15569,Ecom Express,2024-03-12,2024-03-18,Delivered
15570,15570,India Post,2023-07-26,2023-08-02,Cancelled
15571,15571,India Post,2025-05-02,2025-05-08,Delivered
15572,15572,Ecom Express,2024-08-12,2024-08-14,Delivered
15573,15573,Blue Dart,2024-05-11,2024-05-13,Delivered
15574,15574,Ecom Express,2023-10-11,2023-10-14,Delivered
15575,15575,DTDC,2024-10-21,2024-10-27,Delivered
15576,15576,India Post,2023-02-06,2023-02-10,Delivered
15577,15577,India Post,2025-03-25,2025-03-27,Delivered
15578,15578,Ecom Express,2025-03-24,2025-03-27,Shipped
15579,15579,Delhivery,2024-07-03,2024-07-07,Delivered
15580,15580,India Post,2023-11-19,2023-11-25,Shipped
15581,15581,Blue Dart,2024-07-29,2024-08-04,Delivered
15582,15582,Delhivery,2023-02-21,2023-02-26,Delivered
15583,15583,Delhivery,2025-06-07,2025-06-12,Delivered
15584,15584,Blue Dart,2024-11-15,2024-11-18,Delivered
15585,15585,India Post,2023-09-04,2023-09-08,Delivered
15586,15586,Delhivery,2025-04-23,2025-04-26,Delivered
15587,15587,DTDC,2023-12-03,2023-12-10,Delivered
15588,15588,Blue Dart,2024-07-15,2024-07-19,Delivered
15589,15589,India Post,2024-03-25,2024-03-27,Delivered
15590,15590,Ecom Express,2025-03-25,2025-03-30,Cancelled
15591,15591,India Post,2024-02-26,2024-03-01,Delivered
15592,15592,DTDC,2023-10-05,2023-10-09,Delivered
15593,15593,Delhivery,2024-11-26,2024-11-29,Delivered
15594,15594,Delhivery,2024-06-01,2024-06-08,Delivered
15595,15595,Delhivery,2023-03-11,2023-03-16,Delivered
15596,15596,DTDC,2024-06-23,2024-06-28,Cancelled
15597,15597,Blue Dart,2023-03-01,2023-03-05,Shipped
15598,15598,India Post,2023-10-12,2023-10-16,Delivered
15599,15599,Ecom Express,2024-11-09,2024-11-13,Delivered
15600,15600,Ecom Express,2025-06-10,2025-06-14,Delivered
15601,15601,Ecom Express,2024-04-13,2024-04-15,Delivered
15602,15602,DTDC,2023-03-18,2023-03-22,Delivered
15603,15603,India Post,2023-12-02,2023-12-06,Delivered
15604,15604,India Post,2024-06-04,2024-06-07,Shipped
15605,15605,DTDC,2024-11-16,2024-11-20,Delivered
15606,15606,India Post,2023-09-02,2023-09-09,Delivered
15607,15607,DTDC,2025-03-13,2025-03-15,Shipped
15608,15608,Blue Dart,2023-07-16,2023-07-18,Delivered
15609,15609,Delhivery,2023-11-04,2023-11-07,Delivered
15610,15610,DTDC,2023-04-04,2023-04-07,Shipped
15611,15611,Ecom Express,2024-03-01,2024-03-03,Shipped
15612,15612,DTDC,2024-03-27,2024-03-31,Delivered
15613,15613,Ecom Express,2024-03-22,2024-03-28,Shipped
15614,15614,India Post,2023-11-03,2023-11-05,Delivered
15615,15615,Blue Dart,2024-12-01,2024-12-05,Delivered
15616,15616,Delhivery,2025-01-07,2025-01-14,Delivered
15617,15617,India Post,2023-06-21,2023-06-25,Delivered
15618,15618,India Post,2025-03-19,2025-03-23,Delivered
15619,15619,India Post,2023-04-29,2023-05-03,Shipped
15620,15620,DTDC,2025-04-26,2025-04-30,Shipped
15621,15621,Ecom Express,2023-11-09,2023-11-12,Shipped
15622,15622,Blue Dart,2025-03-06,2025-03-09,Delivered
15623,15623,Blue Dart,2024-06-14,2024-06-17,Delivered
15624,15624,Delhivery,2024-04-19,2024-04-22,Shipped
15625,15625,India Post,2024-02-11,2024-02-13,Shipped
15626,15626,India Post,2023-12-04,2023-12-07,Delivered
15627,15627,DTDC,2025-05-22,2025-05-27,Delivered
15628,15628,Blue Dart,2024-06-28,2024-07-05,Delivered
15629,15629,India Post,2024-06-14,2024-06-17,Delivered
15630,15630,DTDC,2024-10-13,2024-10-18,Delivered
15631,15631,Ecom Express,2023-04-28,2023-04-30,Delivered
15632,15632,India Post,2023-11-19,2023-11-21,Delivered
15633,15633,Blue Dart,2025-01-27,2025-02-03,Delivered
15634,15634,India Post,2024-02-01,2024-02-03,Shipped
15635,15635,Delhivery,2023-01-03,2023-01-08,Cancelled
15636,15636,Blue Dart,2023-01-26,2023-02-02,Delivered
15637,15637,Delhivery,2025-02-20,2025-02-25,Delivered
15638,15638,Blue Dart,2024-03-26,2024-03-29,Delivered
15639,15639,Blue Dart,2025-05-27,2025-06-03,Delivered
15640,15640,Delhivery,2023-09-23,2023-09-25,Shipped
15641,15641,Ecom Express,2023-05-11,2023-05-14,Delivered
15642,15642,Delhivery,2025-04-17,2025-04-22,Delivered
15643,15643,DTDC,2024-10-08,2024-10-10,Delivered
15644,15644,Delhivery,2023-06-30,2023-07-05,Delivered
15645,15645,India Post,2025-04-27,2025-05-02,Delivered
15646,15646,Ecom Express,2023-07-19,2023-07-25,Shipped
15647,15647,Delhivery,2024-10-13,2024-10-16,Delivered
15648,15648,Ecom Express,2024-07-11,2024-07-14,Delivered
15649,15649,DTDC,2023-02-24,2023-03-02,Cancelled
15650,15650,Blue Dart,2023-06-29,2023-07-05,Delivered
15651,15651,Ecom Express,2023-04-02,2023-04-06,Delivered
15652,15652,Blue Dart,2023-12-08,2023-12-14,Delivered
15653,15653,Blue Dart,2024-05-31,2024-06-04,Delivered
15654,15654,Delhivery,2024-01-15,2024-01-20,Delivered
15655,15655,Delhivery,2024-07-08,2024-07-15,Shipped
15656,15656,DTDC,2023-06-09,2023-06-11,Delivered
15657,15657,DTDC,2023-12-20,2023-12-22,Delivered
15658,15658,Blue Dart,2023-11-30,2023-12-02,Delivered
15659,15659,India Post,2024-08-19,2024-08-26,Delivered
15660,15660,Ecom Express,2025-05-22,2025-05-28,Shipped
15661,15661,Delhivery,2025-02-28,2025-03-06,Delivered
15662,15662,Blue Dart,2023-08-01,2023-08-07,Delivered
15663,15663,Ecom Express,2023-06-09,2023-06-13,Delivered
15664,15664,Blue Dart,2023-05-04,2023-05-11,Delivered
15665,15665,DTDC,2023-09-02,2023-09-06,Delivered
15666,15666,Delhivery,2023-12-05,2023-12-07,Shipped
15667,15667,India Post,2023-03-07,2023-03-12,Delivered
15668,15668,Ecom Express,2024-02-21,2024-02-26,Delivered
15669,15669,India Post,2024-04-11,2024-04-15,Delivered
15670,15670,Ecom Express,2024-05-24,2024-05-30,Delivered
15671,15671,Blue Dart,2023-01-10,2023-01-16,Shipped
15672,15672,Delhivery,2023-11-28,2023-12-05,Shipped
15673,15673,India Post,2024-02-18,2024-02-21,Delivered
15674,15674,India Post,2024-01-10,2024-01-14,Delivered
15675,15675,DTDC,2024-12-30,2025-01-04,Delivered
15676,15676,Ecom Express,2024-10-04,2024-10-11,Delivered
15677,15677,Delhivery,2025-05-21,2025-05-23,Delivered
15678,15678,DTDC,2025-03-24,2025-03-28,Delivered
15679,15679,India Post,2023-11-28,2023-12-01,Delivered
15680,15680,DTDC,2025-05-31,2025-06-06,Delivered
15681,15681,Ecom Express,2023-04-29,2023-05-04,Delivered
15682,15682,India Post,2025-05-22,2025-05-27,Delivered
15683,15683,DTDC,2024-06-09,2024-06-14,Delivered
15684,15684,Delhivery,2024-11-18,2024-11-24,Shipped
15685,15685,Ecom Express,2024-06-28,2024-07-03,Delivered
15686,15686,Delhivery,2024-06-23,2024-06-28,Delivered
15687,15687,Delhivery,2024-11-13,2024-11-16,Delivered
15688,15688,DTDC,2024-12-09,2024-12-14,Delivered
15689,15689,Blue Dart,2023-03-26,2023-04-02,Delivered
15690,15690,Ecom Express,2023-06-28,2023-07-03,Shipped
15691,15691,Blue Dart,2024-02-05,2024-02-10,Delivered
15692,15692,DTDC,2024-03-25,2024-03-30,Delivered
15693,15693,India Post,2025-01-23,2025-01-29,Shipped
15694,15694,Ecom Express,2024-06-09,2024-06-14,Delivered
15695,15695,India Post,2024-01-05,2024-01-10,Delivered
15696,15696,DTDC,2024-09-02,2024-09-06,Shipped
15697,15697,DTDC,2024-06-20,2024-06-22,Delivered
15698,15698,Ecom Express,2025-04-18,2025-04-24,Shipped
15699,15699,DTDC,2025-02-11,2025-02-16,Delivered
15700,15700,Ecom Express,2024-11-05,2024-11-08,Delivered
15701,15701,DTDC,2025-05-24,2025-05-26,Delivered
15702,15702,India Post,2025-03-10,2025-03-12,Delivered
15703,15703,India Post,2023-04-25,2023-05-02,Delivered
15704,15704,DTDC,2023-03-09,2023-03-16,Shipped
15705,15705,Blue Dart,2024-12-11,2024-12-15,Delivered
15706,15706,India Post,2025-01-15,2025-01-17,Delivered
15707,15707,DTDC,2023-03-30,2023-04-02,Shipped
15708,15708,Blue Dart,2023-07-15,2023-07-22,Delivered
15709,15709,Delhivery,2023-08-04,2023-08-10,Delivered
15710,15710,Blue Dart,2023-01-07,2023-01-10,Delivered
15711,15711,Delhivery,2023-01-04,2023-01-08,Delivered
15712,15712,Blue Dart,2024-10-08,2024-10-14,Delivered
15713,15713,Ecom Express,2024-12-01,2024-12-08,Cancelled
15714,15714,Blue Dart,2025-02-28,2025-03-03,Delivered
15715,15715,Delhivery,2024-11-20,2024-11-22,Delivered
15716,15716,DTDC,2023-04-24,2023-05-01,Shipped
15717,15717,India Post,2024-02-23,2024-02-29,Delivered
15718,15718,India Post,2025-05-31,2025-06-06,Delivered
15719,15719,Ecom Express,2023-04-26,2023-05-03,Delivered
15720,15720,Delhivery,2023-05-23,2023-05-30,Delivered
15721,15721,Ecom Express,2024-08-14,2024-08-17,Delivered
15722,15722,Blue Dart,2023-08-16,2023-08-23,Delivered
15723,15723,Ecom Express,2023-12-02,2023-12-04,Shipped
15724,15724,India Post,2023-08-06,2023-08-11,Delivered
15725,15725,India Post,2024-03-20,2024-03-27,Delivered
15726,15726,DTDC,2023-11-02,2023-11-04,Delivered
15727,15727,Ecom Express,2023-08-26,2023-08-28,Delivered
15728,15728,Delhivery,2023-11-19,2023-11-24,Delivered
15729,15729,DTDC,2024-06-22,2024-06-29,Delivered
15730,15730,Delhivery,2024-09-22,2024-09-26,Delivered
15731,15731,Blue Dart,2023-09-24,2023-09-29,Shipped
15732,15732,Ecom Express,2023-12-11,2023-12-18,Delivered
15733,15733,DTDC,2023-09-27,2023-10-04,Shipped
15734,15734,Ecom Express,2023-06-07,2023-06-09,Delivered
15735,15735,DTDC,2023-09-03,2023-09-09,Delivered
15736,15736,Blue Dart,2023-08-16,2023-08-21,Delivered
15737,15737,Ecom Express,2025-05-22,2025-05-24,Delivered
15738,15738,DTDC,2024-07-12,2024-07-17,Shipped
15739,15739,Ecom Express,2023-10-23,2023-10-29,Delivered
15740,15740,DTDC,2023-08-06,2023-08-09,Delivered
15741,15741,Delhivery,2023-11-30,2023-12-07,Delivered
15742,15742,Blue Dart,2023-02-17,2023-02-21,Delivered
15743,15743,DTDC,2024-09-20,2024-09-26,Delivered
15744,15744,Delhivery,2025-04-03,2025-04-10,Shipped
15745,15745,Delhivery,2023-03-03,2023-03-05,Delivered
15746,15746,Blue Dart,2024-01-20,2024-01-23,Delivered
15747,15747,India Post,2025-05-12,2025-05-19,Delivered
15748,15748,India Post,2024-02-16,2024-02-18,Delivered
15749,15749,Delhivery,2023-01-13,2023-01-17,Delivered
15750,15750,India Post,2023-07-08,2023-07-11,Delivered
15751,15751,Blue Dart,2024-12-04,2024-12-08,Delivered
15752,15752,India Post,2023-12-31,2024-01-05,Delivered
15753,15753,Delhivery,2024-05-04,2024-05-09,Delivered
15754,15754,DTDC,2024-05-25,2024-05-30,Cancelled
15755,15755,Ecom Express,2025-05-24,2025-05-26,Delivered
15756,15756,India Post,2024-10-17,2024-10-21,Shipped
15757,15757,DTDC,2023-01-10,2023-01-14,Shipped
15758,15758,Blue Dart,2024-12-27,2025-01-03,Delivered
15759,15759,Blue Dart,2024-01-19,2024-01-23,Delivered
15760,15760,DTDC,2024-10-19,2024-10-24,Delivered
15761,15761,India Post,2024-03-15,2024-03-19,Delivered
15762,15762,India Post,2024-02-02,2024-02-07,Delivered
15763,15763,India Post,2024-03-16,2024-03-18,Delivered
15764,15764,India Post,2023-10-09,2023-10-16,Delivered
15765,15765,Delhivery,2023-04-19,2023-04-25,Delivered
15766,15766,Delhivery,2023-03-13,2023-03-18,Delivered
15767,15767,Blue Dart,2023-09-10,2023-09-12,Shipped
15768,15768,Blue Dart,2023-09-18,2023-09-22,Delivered
15769,15769,Ecom Express,2024-04-25,2024-05-02,Delivered
15770,15770,Blue Dart,2023-08-28,2023-09-01,Delivered
15771,15771,Delhivery,2023-10-16,2023-10-22,Shipped
15772,15772,Ecom Express,2025-02-27,2025-03-02,Delivered
15773,15773,Blue Dart,2024-09-29,2024-10-06,Delivered
15774,15774,India Post,2023-07-21,2023-07-25,Shipped
15775,15775,India Post,2025-06-13,2025-06-17,Delivered
15776,15776,Blue Dart,2023-01-20,2023-01-26,Delivered
15777,15777,DTDC,2024-11-09,2024-11-14,Delivered
15778,15778,Ecom Express,2024-09-26,2024-09-29,Delivered
15779,15779,India Post,2023-11-05,2023-11-10,Delivered
15780,15780,India Post,2025-03-24,2025-03-26,Delivered
15781,15781,Ecom Express,2023-04-16,2023-04-22,Delivered
15782,15782,Delhivery,2024-08-07,2024-08-10,Delivered
15783,15783,Delhivery,2023-03-08,2023-03-15,Delivered
15784,15784,Delhivery,2023-06-06,2023-06-10,Delivered
15785,15785,India Post,2024-10-18,2024-10-23,Delivered
15786,15786,India Post,2023-01-08,2023-01-12,Shipped
15787,15787,DTDC,2023-06-11,2023-06-13,Delivered
15788,15788,DTDC,2025-04-03,2025-04-06,Delivered
15789,15789,India Post,2023-06-24,2023-06-30,Delivered
15790,15790,Blue Dart,2023-10-05,2023-10-08,Delivered
15791,15791,Blue Dart,2024-02-17,2024-02-24,Delivered
15792,15792,Ecom Express,2025-05-07,2025-05-09,Delivered
15793,15793,Blue Dart,2024-11-27,2024-12-04,Delivered
15794,15794,DTDC,2023-07-27,2023-07-31,Shipped
15795,15795,India Post,2024-02-04,2024-02-06,Shipped
15796,15796,India Post,2024-10-12,2024-10-18,Delivered
15797,15797,India Post,2023-06-20,2023-06-24,Shipped
15798,15798,India Post,2023-01-03,2023-01-07,Delivered
15799,15799,India Post,2023-07-15,2023-07-19,Delivered
15800,15800,Blue Dart,2023-11-25,2023-11-28,Shipped
15801,15801,Ecom Express,2025-05-21,2025-05-26,Delivered
15802,15802,DTDC,2024-10-28,2024-10-30,Delivered
15803,15803,Ecom Express,2024-10-22,2024-10-28,Delivered
15804,15804,Ecom Express,2025-04-07,2025-04-14,Delivered
15805,15805,India Post,2025-05-02,2025-05-04,Shipped
15806,15806,DTDC,2024-07-15,2024-07-20,Delivered
15807,15807,DTDC,2025-02-17,2025-02-22,Delivered
15808,15808,DTDC,2024-07-09,2024-07-12,Shipped
15809,15809,Blue Dart,2023-01-22,2023-01-27,Delivered
15810,15810,India Post,2025-04-27,2025-04-30,Delivered
15811,15811,DTDC,2024-12-28,2025-01-03,Delivered
15812,15812,DTDC,2024-01-21,2024-01-28,Delivered
15813,15813,Delhivery,2024-09-14,2024-09-20,Delivered
15814,15814,Delhivery,2024-02-22,2024-02-27,Delivered
15815,15815,Delhivery,2023-04-02,2023-04-06,Delivered
15816,15816,Blue Dart,2023-12-24,2023-12-29,Delivered
15817,15817,Blue Dart,2023-09-28,2023-10-02,Delivered
15818,15818,Blue Dart,2023-03-27,2023-04-02,Delivered
15819,15819,Blue Dart,2023-08-09,2023-08-13,Delivered
15820,15820,Blue Dart,2023-04-23,2023-04-28,Delivered
15821,15821,Delhivery,2024-11-05,2024-11-08,Delivered
15822,15822,India Post,2024-09-19,2024-09-22,Delivered
15823,15823,India Post,2023-11-12,2023-11-17,Delivered
15824,15824,Ecom Express,2023-02-17,2023-02-24,Shipped
15825,15825,DTDC,2023-04-25,2023-05-01,Shipped
15826,15826,India Post,2024-01-24,2024-01-31,Delivered
15827,15827,Ecom Express,2025-01-08,2025-01-14,Delivered
15828,15828,Ecom Express,2023-07-11,2023-07-18,Delivered
15829,15829,DTDC,2024-12-13,2024-12-18,Delivered
15830,15830,Delhivery,2024-02-03,2024-02-10,Shipped
15831,15831,Ecom Express,2025-04-18,2025-04-24,Delivered
15832,15832,Ecom Express,2024-09-16,2024-09-18,Delivered
15833,15833,DTDC,2023-04-01,2023-04-07,Delivered
15834,15834,Ecom Express,2023-08-09,2023-08-11,Delivered
15835,15835,DTDC,2023-08-14,2023-08-16,Delivered
15836,15836,Delhivery,2024-12-29,2025-01-03,Delivered
15837,15837,DTDC,2023-08-23,2023-08-28,Delivered
15838,15838,India Post,2025-02-15,2025-02-18,Delivered
15839,15839,Blue Dart,2023-02-18,2023-02-25,Delivered
15840,15840,Ecom Express,2025-06-01,2025-06-04,Delivered
15841,15841,Delhivery,2023-06-12,2023-06-17,Delivered
15842,15842,Ecom Express,2025-02-27,2025-03-06,Delivered
15843,15843,Delhivery,2023-01-08,2023-01-10,Delivered
15844,15844,DTDC,2023-08-30,2023-09-06,Delivered
15845,15845,Blue Dart,2024-04-04,2024-04-07,Delivered
15846,15846,India Post,2023-09-05,2023-09-11,Delivered
15847,15847,Ecom Express,2023-11-30,2023-12-02,Delivered
15848,15848,Delhivery,2025-05-17,2025-05-21,Cancelled
15849,15849,India Post,2023-01-28,2023-01-30,Shipped
15850,15850,India Post,2024-07-07,2024-07-12,Cancelled
15851,15851,Blue Dart,2023-08-11,2023-08-16,Delivered
15852,15852,DTDC,2024-04-18,2024-04-22,Delivered
15853,15853,Delhivery,2024-02-19,2024-02-23,Delivered
15854,15854,Blue Dart,2025-06-14,2025-06-16,Delivered
15855,15855,Ecom Express,2024-09-17,2024-09-19,Delivered
15856,15856,India Post,2023-12-27,2024-01-01,Shipped
15857,15857,India Post,2024-11-23,2024-11-25,Delivered
15858,15858,Ecom Express,2025-02-19,2025-02-24,Delivered
15859,15859,India Post,2023-10-28,2023-10-30,Delivered
15860,15860,Delhivery,2025-01-14,2025-01-16,Delivered
15861,15861,Delhivery,2024-05-12,2024-05-18,Shipped
15862,15862,DTDC,2023-03-29,2023-04-01,Delivered
15863,15863,DTDC,2023-10-04,2023-10-08,Delivered
15864,15864,Blue Dart,2024-06-20,2024-06-23,Delivered
15865,15865,India Post,2024-05-05,2024-05-12,Shipped
15866,15866,Delhivery,2024-08-10,2024-08-14,Delivered
15867,15867,Blue Dart,2024-05-12,2024-05-15,Delivered
15868,15868,DTDC,2023-01-09,2023-01-15,Delivered
15869,15869,Delhivery,2024-11-06,2024-11-12,Delivered
15870,15870,Delhivery,2024-12-21,2024-12-25,Shipped
15871,15871,Blue Dart,2025-03-09,2025-03-12,Delivered
15872,15872,India Post,2023-06-25,2023-06-27,Delivered
15873,15873,India Post,2023-07-23,2023-07-25,Delivered
15874,15874,Blue Dart,2024-05-11,2024-05-15,Delivered
15875,15875,Ecom Express,2024-04-12,2024-04-18,Delivered
15876,15876,Delhivery,2025-05-16,2025-05-19,Delivered
15877,15877,Ecom Express,2024-02-21,2024-02-25,Delivered
15878,15878,DTDC,2025-04-30,2025-05-03,Shipped
15879,15879,Delhivery,2023-08-03,2023-08-08,Shipped
15880,15880,Delhivery,2023-01-23,2023-01-30,Shipped
15881,15881,Blue Dart,2023-05-29,2023-06-05,Cancelled
15882,15882,India Post,2025-02-10,2025-02-13,Shipped
15883,15883,Delhivery,2024-04-28,2024-05-05,Delivered
15884,15884,Delhivery,2024-11-23,2024-11-30,Delivered
15885,15885,DTDC,2024-12-19,2024-12-26,Delivered
15886,15886,Blue Dart,2024-05-18,2024-05-23,Delivered
15887,15887,DTDC,2023-10-15,2023-10-20,Shipped
15888,15888,Ecom Express,2025-05-23,2025-05-25,Delivered
15889,15889,Ecom Express,2023-03-22,2023-03-27,Delivered
15890,15890,India Post,2024-06-01,2024-06-03,Delivered
15891,15891,India Post,2024-08-24,2024-08-28,Delivered
15892,15892,India Post,2025-04-27,2025-05-01,Shipped
15893,15893,Ecom Express,2023-01-30,2023-02-03,Delivered
15894,15894,Blue Dart,2024-09-01,2024-09-06,Delivered
15895,15895,DTDC,2024-09-05,2024-09-07,Delivered
15896,15896,DTDC,2025-05-17,2025-05-19,Delivered
